hour,day,month,year,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
5,30,4,2024,13.6,94,100,13.0,0.0
6,30,4,2024,13.5,95,100,13.3,0.0
7,30,4,2024,13.5,95,100,16.0,0.0
8,30,4,2024,14.0,91,93,16.3,4.1
9,30,4,2024,14.9,86,94,18.3,45.4
10,30,4,2024,15.9,82,79,18.6,111.0
11,30,4,2024,16.8,78,90,20.7,171.9
12,30,4,2024,16.7,79,70,21.9,56.1
13,30,4,2024,17.8,76,92,22.9,218.2
14,30,4,2024,16.5,83,92,22.7,51.1
15,30,4,2024,16.7,82,89,23.7,70.5
16,30,4,2024,16.0,85,95,24.8,43.2
17,30,4,2024,15.6,86,100,24.4,15.7
18,30,4,2024,15.2,86,100,26.3,24.1
19,30,4,2024,14.6,89,100,26.4,4.5
20,30,4,2024,14.3,91,100,22.7,0.0
21,30,4,2024,14.2,91,100,21.9,0.0
22,30,4,2024,14.1,91,95,23.7,0.0
23,30,4,2024,14.1,91,97,25.7,0.0
0,1,5,2024,14.0,89,95,25.2,0.0
1,1,5,2024,13.8,88,97,23.9,0.0
2,1,5,2024,13.7,87,94,23.2,0.0
3,1,5,2024,13.7,86,100,22.6,0.0
4,1,5,2024,13.6,90,46,24.2,0.0
5,1,5,2024,13.4,91,76,21.6,0.0
6,1,5,2024,13.4,91,100,17.5,0.0
7,1,5,2024,13.5,92,100,19.8,0.0
8,1,5,2024,13.9,88,100,24.0,12.2
9,1,5,2024,14.2,87,100,23.4,22.7
10,1,5,2024,15.0,83,100,25.4,52.6
11,1,5,2024,15.0,83,100,25.1,41.9
12,1,5,2024,15.4,79,100,23.4,39.5
13,1,5,2024,15.6,78,100,25.1,61.6
14,1,5,2024,15.7,79,100,25.8,83.5
15,1,5,2024,15.5,79,100,26.6,53.4
16,1,5,2024,15.3,77,100,26.6,22.1
17,1,5,2024,15.2,77,100,25.2,36.7
18,1,5,2024,14.1,85,100,22.7,9.7
19,1,5,2024,13.8,85,90,23.3,0.7
20,1,5,2024,13.4,87,94,22.2,0.0
21,1,5,2024,13.2,89,97,17.2,0.0
22,1,5,2024,13.2,89,100,14.6,0.0
23,1,5,2024,13.0,90,100,13.5,0.0
0,2,5,2024,12.9,90,94,12.4,0.0
1,2,5,2024,12.5,92,20,11.2,0.0
2,2,5,2024,12.0,94,66,9.4,0.0
3,2,5,2024,11.9,94,51,8.7,0.0
4,2,5,2024,11.6,93,28,6.2,0.0
5,2,5,2024,11.5,93,81,6.9,0.0
6,2,5,2024,11.5,94,100,7.0,0.0
7,2,5,2024,12.6,90,100,7.0,2.2
8,2,5,2024,13.4,85,100,7.4,2.7
9,2,5,2024,14.3,81,100,9.0,27.4
10,2,5,2024,14.6,80,100,10.5,13.4
11,2,5,2024,14.9,78,100,10.8,9.7
12,2,5,2024,15.2,78,100,11.0,15.6
13,2,5,2024,15.1,80,100,15.9,32.3
14,2,5,2024,15.1,80,100,14.7,30.4
15,2,5,2024,15.2,80,100,11.6,26.7
16,2,5,2024,15.5,82,100,12.6,48.7
17,2,5,2024,15.1,83,100,9.0,11.4
18,2,5,2024,15.2,83,100,5.4,8.9
19,2,5,2024,14.8,81,100,5.2,3.3
20,2,5,2024,14.5,83,91,2.0,0.0
21,2,5,2024,14.3,87,91,1.1,0.0
22,2,5,2024,14.1,87,90,0.7,0.0
23,2,5,2024,14.0,84,23,0.4,0.0
0,3,5,2024,12.7,90,10,5.4,0.0
1,3,5,2024,11.8,94,14,7.3,0.0
2,3,5,2024,11.9,94,0,6.9,0.0
3,3,5,2024,13.0,92,0,5.4,0.0
4,3,5,2024,12.6,85,4,4.7,0.0
5,3,5,2024,12.9,83,11,1.6,0.0
6,3,5,2024,12.8,82,23,1.8,0.0
7,3,5,2024,12.5,91,10,3.7,28.3
8,3,5,2024,14.0,87,40,5.8,140.1
9,3,5,2024,15.2,84,100,7.2,235.7
10,3,5,2024,14.9,84,100,6.8,49.2
11,3,5,2024,15.0,85,100,6.5,42.9
12,3,5,2024,16.0,84,100,5.4,115.3
13,3,5,2024,16.7,82,100,4.5,221.2
14,3,5,2024,17.8,77,32,5.4,353.6
15,3,5,2024,18.7,72,78,7.6,477.7
16,3,5,2024,16.6,87,67,12.2,206.1
17,3,5,2024,15.9,92,89,3.4,17.5
18,3,5,2024,15.6,93,25,5.5,0.0
19,3,5,2024,15.4,91,89,11.2,47.6
20,3,5,2024,14.3,94,4,10.9,0.0
21,3,5,2024,13.7,93,97,12.3,0.0
22,3,5,2024,14.1,87,98,16.1,0.0
23,3,5,2024,12.6,93,100,15.1,0.0
0,4,5,2024,12.9,90,44,14.1,0.0
1,4,5,2024,12.3,91,49,10.4,0.0
2,4,5,2024,11.9,92,46,9.0,0.0
3,4,5,2024,10.3,95,67,8.7,0.0
4,4,5,2024,10.9,91,88,8.5,0.0
5,4,5,2024,12.3,91,90,3.8,0.0
6,4,5,2024,11.6,94,100,3.3,0.0
7,4,5,2024,11.9,89,93,7.7,0.0
8,4,5,2024,12.3,87,78,7.0,1.3
9,4,5,2024,14.3,83,68,4.5,76.1
10,4,5,2024,15.0,73,82,6.2,348.7
11,4,5,2024,15.1,70,20,5.4,53.6
12,4,5,2024,16.7,63,43,7.9,495.5
13,4,5,2024,16.6,64,61,7.2,329.2
14,4,5,2024,17.7,63,45,6.7,365.4
15,4,5,2024,16.5,68,78,7.2,359.5
16,4,5,2024,16.8,58,62,6.0,390.2
17,4,5,2024,16.0,67,78,15.2,149.9
18,4,5,2024,15.6,70,100,16.3,88.9
19,4,5,2024,14.6,76,81,19.3,19.3
20,4,5,2024,13.7,82,61,16.8,0.0
21,4,5,2024,13.0,87,80,13.3,0.0
22,4,5,2024,12.9,89,48,12.7,0.0
23,4,5,2024,12.3,92,29,13.2,0.0
0,5,5,2024,11.9,94,34,13.8,0.0
1,5,5,2024,11.8,94,35,13.4,0.0
2,5,5,2024,11.7,94,73,14.2,0.0
3,5,5,2024,12.2,92,97,13.2,0.0
4,5,5,2024,12.3,91,100,12.6,0.0
5,5,5,2024,13.3,91,88,20.2,0.0
6,5,5,2024,13.0,91,42,20.4,0.0
7,5,5,2024,13.2,91,19,22.6,20.8
8,5,5,2024,14.0,82,6,24.7,115.1
9,5,5,2024,14.7,70,0,27.4,315.9
10,5,5,2024,15.5,64,0,27.3,514.9
11,5,5,2024,16.1,59,0,27.9,655.1
12,5,5,2024,16.6,56,1,28.4,743.6
13,5,5,2024,16.7,52,0,28.1,759.3
14,5,5,2024,16.6,53,0,27.4,763.3
15,5,5,2024,16.3,52,0,26.9,688.6
16,5,5,2024,15.8,57,0,24.1,567.1
17,5,5,2024,15.1,58,0,23.2,412.3
18,5,5,2024,14.3,59,0,20.6,244.5
19,5,5,2024,13.4,63,0,17.6,90.3
20,5,5,2024,12.1,70,0,13.5,0.7
21,5,5,2024,11.0,74,0,10.5,0.0
22,5,5,2024,10.3,78,0,8.5,0.0
23,5,5,2024,9.5,81,0,6.9,0.0
0,6,5,2024,8.8,85,0,6.0,0.0
1,6,5,2024,8.2,88,0,6.0,0.0
2,6,5,2024,7.9,89,0,5.6,0.0
3,6,5,2024,7.7,89,0,5.3,0.0
4,6,5,2024,7.6,90,0,5.5,0.0
5,6,5,2024,7.2,90,0,5.5,0.0
6,6,5,2024,7.2,90,0,4.7,0.0
7,6,5,2024,9.2,86,0,5.6,40.7
8,6,5,2024,11.6,78,0,5.6,170.7
9,6,5,2024,12.9,72,0,5.0,352.2
10,6,5,2024,14.0,67,0,3.9,521.3
11,6,5,2024,15.0,65,0,2.3,657.1
12,6,5,2024,15.9,65,0,2.5,746.6
13,6,5,2024,16.8,66,0,4.2,779.4
14,6,5,2024,17.6,67,0,5.1,756.4
15,6,5,2024,18.0,69,0,5.7,682.0
16,6,5,2024,18.2,65,0,4.0,563.6
17,6,5,2024,18.0,49,0,3.9,412.6
18,6,5,2024,17.5,37,0,7.9,248.2
19,6,5,2024,16.1,48,0,9.1,94.2
20,6,5,2024,14.1,58,0,9.2,1.5
21,6,5,2024,12.3,71,0,7.3,0.0
22,6,5,2024,11.0,78,0,5.9,0.0
23,6,5,2024,10.1,82,0,4.9,0.0
0,7,5,2024,9.4,86,0,7.2,0.0
1,7,5,2024,10.3,82,2,7.5,0.0
2,7,5,2024,12.7,72,4,5.5,0.0
3,7,5,2024,12.8,72,0,4.6,0.0
4,7,5,2024,10.7,86,0,6.4,0.0
5,7,5,2024,9.8,92,0,8.7,0.0
6,7,5,2024,10.4,93,0,7.6,0.0
7,7,5,2024,12.8,92,0,8.0,39.9
8,7,5,2024,14.2,85,0,9.4,166.2
9,7,5,2024,15.4,76,0,10.2,337.6
10,7,5,2024,16.3,70,0,11.0,502.0
11,7,5,2024,17.1,65,0,11.0,635.4
12,7,5,2024,18.0,61,0,11.1,724.6
13,7,5,2024,18.8,59,0,11.2,760.2
14,7,5,2024,19.6,57,0,10.7,743.7
15,7,5,2024,20.3,56,1,10.9,674.5
16,7,5,2024,21.0,51,5,11.2,561.0
17,7,5,2024,20.9,53,4,8.9,409.3
18,7,5,2024,20.3,60,2,7.0,243.7
19,7,5,2024,18.9,66,3,6.6,92.0
20,7,5,2024,15.9,73,7,5.6,2.0
21,7,5,2024,14.5,76,3,6.5,0.0
22,7,5,2024,13.8,80,5,7.4,0.0
23,7,5,2024,14.0,77,2,7.4,0.0
0,8,5,2024,13.6,79,11,9.0,0.0
1,8,5,2024,13.4,82,16,9.8,0.0
2,8,5,2024,13.3,82,2,9.4,0.0
3,8,5,2024,13.2,82,0,9.3,0.0
4,8,5,2024,13.8,87,0,7.6,0.0
5,8,5,2024,13.7,91,0,7.5,0.0
6,8,5,2024,13.0,94,12,6.4,0.0
7,8,5,2024,14.6,92,26,7.7,39.2
8,8,5,2024,16.5,87,31,7.0,152.4
9,8,5,2024,18.1,80,30,7.8,278.0
10,8,5,2024,19.3,73,30,9.4,433.7
11,8,5,2024,20.5,68,30,8.9,563.4
12,8,5,2024,21.6,63,30,8.6,648.7
13,8,5,2024,22.3,61,29,8.2,594.6
14,8,5,2024,22.9,63,5,8.9,686.7
15,8,5,2024,22.7,75,3,4.8,663.1
16,8,5,2024,24.3,61,4,13.0,563.0
17,8,5,2024,22.2,63,13,21.7,407.8
18,8,5,2024,20.1,73,0,20.2,243.2
19,8,5,2024,18.1,80,2,20.9,92.4
20,8,5,2024,16.1,87,3,23.5,2.7
21,8,5,2024,14.9,94,13,21.6,0.0
22,8,5,2024,14.6,96,56,20.5,0.0
23,8,5,2024,14.3,97,90,19.7,0.0
0,9,5,2024,14.3,97,100,20.1,0.0
1,9,5,2024,14.3,97,100,20.7,0.0
2,9,5,2024,14.4,96,100,20.5,0.0
3,9,5,2024,14.2,96,100,21.3,0.0
4,9,5,2024,13.9,94,100,19.5,0.0
5,9,5,2024,14.0,93,100,22.1,0.0
6,9,5,2024,13.9,94,100,22.5,0.0
7,9,5,2024,14.2,92,100,24.0,0.0
8,9,5,2024,14.7,89,100,23.8,6.6
9,9,5,2024,15.7,84,91,23.7,30.7
10,9,5,2024,16.5,81,84,22.0,63.5
11,9,5,2024,18.0,74,62,19.8,205.6
12,9,5,2024,18.3,74,68,19.3,161.9
13,9,5,2024,18.3,74,72,19.5,167.6
14,9,5,2024,18.4,73,74,20.0,189.6
15,9,5,2024,18.1,73,84,21.3,159.4
16,9,5,2024,18.0,70,64,20.9,318.0
17,9,5,2024,17.1,74,100,23.0,215.5
18,9,5,2024,16.0,77,77,25.8,25.3
19,9,5,2024,15.4,76,37,25.2,17.8
20,9,5,2024,14.8,80,33,23.6,0.0
21,9,5,2024,14.2,87,82,20.1,0.0
22,9,5,2024,14.2,88,58,19.8,0.0
23,9,5,2024,14.2,89,81,19.5,0.0
0,10,5,2024,14.1,89,100,21.6,0.0
1,10,5,2024,14.1,89,100,25.0,0.0
2,10,5,2024,13.9,90,74,25.2,0.0
3,10,5,2024,13.8,91,100,20.9,0.0
4,10,5,2024,14.6,91,100,19.0,0.0
5,10,5,2024,14.3,93,100,20.0,0.0
6,10,5,2024,14.2,92,100,26.2,0.0
7,10,5,2024,14.3,91,100,24.4,5.7
8,10,5,2024,14.9,87,100,28.1,32.9
9,10,5,2024,15.8,82,100,32.4,66.1
10,10,5,2024,16.5,77,69,34.9,119.2
11,10,5,2024,16.8,76,98,35.4,177.7
12,10,5,2024,17.1,73,82,37.7,130.7
13,10,5,2024,17.5,71,96,38.2,184.7
14,10,5,2024,17.1,73,100,35.9,171.9
15,10,5,2024,17.0,72,100,39.4,84.0
16,10,5,2024,16.6,68,100,40.7,80.2
17,10,5,2024,15.8,74,88,36.1,20.2
18,10,5,2024,15.2,73,48,36.5,17.1
19,10,5,2024,14.8,73,55,33.5,13.0
20,10,5,2024,14.2,75,51,36.2,0.5
21,10,5,2024,14.1,73,53,42.5,0.0
22,10,5,2024,14.0,74,53,37.7,0.0
23,10,5,2024,13.6,80,81,34.6,0.0
0,11,5,2024,13.3,84,88,36.2,0.0
1,11,5,2024,13.4,80,88,37.6,0.0
2,11,5,2024,13.2,86,86,36.1,0.0
3,11,5,2024,13.2,85,94,34.8,0.0
4,11,5,2024,14.1,85,87,34.8,0.0
5,11,5,2024,14.0,85,95,32.3,0.0
6,11,5,2024,14.0,83,100,32.4,0.0
7,11,5,2024,14.1,80,100,31.7,0.0
8,11,5,2024,14.3,79,100,31.2,0.0
9,11,5,2024,14.9,75,100,31.9,0.0
10,11,5,2024,14.6,77,100,28.8,1.1
11,11,5,2024,14.7,80,100,32.6,6.4
12,11,5,2024,15.3,78,100,32.4,73.7
13,11,5,2024,16.0,75,100,30.1,203.9
14,11,5,2024,15.5,74,58,27.2,1.0
15,11,5,2024,17.0,64,45,27.2,351.3
16,11,5,2024,16.7,63,90,25.7,349.6
17,11,5,2024,15.7,67,52,20.3,13.2
18,11,5,2024,16.0,66,36,17.2,71.9
19,11,5,2024,15.3,68,56,13.9,80.6
20,11,5,2024,13.6,79,67,7.4,4.1
21,11,5,2024,11.9,89,30,5.5,0.0
22,11,5,2024,10.4,93,30,8.0,0.0
23,11,5,2024,10.7,92,30,6.5,0.0
0,12,5,2024,10.7,91,30,8.7,0.0
1,12,5,2024,10.3,91,30,8.3,0.0
2,12,5,2024,9.8,92,9,8.3,0.0
3,12,5,2024,9.3,92,14,6.6,0.0
4,12,5,2024,8.7,97,26,6.8,0.0
5,12,5,2024,9.1,96,26,4.5,0.0
6,12,5,2024,8.9,95,46,4.3,0.0
7,12,5,2024,10.3,93,77,4.7,37.0
8,12,5,2024,12.5,91,40,0.5,149.5
9,12,5,2024,13.9,84,26,5.4,207.4
10,12,5,2024,15.2,77,23,7.2,476.2
11,12,5,2024,16.0,72,16,8.1,599.2
12,12,5,2024,17.1,68,39,7.4,694.0
13,12,5,2024,17.8,70,10,8.8,571.3
14,12,5,2024,18.4,73,22,9.0,704.5
15,12,5,2024,18.7,78,16,9.2,545.2
16,12,5,2024,20.5,50,5,15.6,478.9
17,12,5,2024,19.4,56,11,21.2,409.7
18,12,5,2024,17.8,67,2,18.8,247.0
19,12,5,2024,16.5,74,14,17.2,96.9
20,12,5,2024,14.8,84,13,16.1,4.5
21,12,5,2024,13.8,90,13,16.4,0.0
22,12,5,2024,13.2,94,11,14.9,0.0
23,12,5,2024,13.0,94,7,15.6,0.0
0,13,5,2024,13.0,95,28,15.0,0.0
1,13,5,2024,12.9,96,44,13.2,0.0
2,13,5,2024,12.9,96,100,11.6,0.0
3,13,5,2024,12.7,96,100,9.7,0.0
4,13,5,2024,14.0,90,100,11.0,0.0
5,13,5,2024,13.8,90,100,10.7,0.0
6,13,5,2024,13.5,91,100,12.0,0.0
7,13,5,2024,13.4,90,100,14.8,3.7
8,13,5,2024,13.4,90,100,17.9,13.1
9,13,5,2024,12.9,92,100,20.3,0.0
10,13,5,2024,12.1,89,87,22.5,0.0
11,13,5,2024,12.7,80,100,25.3,23.5
12,13,5,2024,12.9,78,100,24.5,0.0
13,13,5,2024,14.3,64,100,27.6,72.7
14,13,5,2024,14.4,68,53,26.5,154.3
15,13,5,2024,14.6,62,83,25.3,348.5
16,13,5,2024,14.9,59,38,22.1,499.3
17,13,5,2024,14.4,59,30,21.7,283.9
18,13,5,2024,13.9,60,5,19.9,208.9
19,13,5,2024,13.0,64,0,18.4,96.6
20,13,5,2024,11.9,71,1,13.8,6.6
21,13,5,2024,11.0,75,2,10.2,0.0
22,13,5,2024,10.4,79,1,7.9,0.0
23,13,5,2024,9.8,82,1,7.1,0.0
0,14,5,2024,9.1,86,1,6.1,0.0
1,14,5,2024,8.7,88,0,5.5,0.0
2,14,5,2024,8.4,89,3,4.9,0.0
3,14,5,2024,7.8,90,2,4.8,0.0
4,14,5,2024,6.7,92,23,4.7,0.0
5,14,5,2024,6.6,93,19,4.0,0.0
6,14,5,2024,7.1,91,25,1.8,0.0
7,14,5,2024,9.0,89,57,2.5,45.2
8,14,5,2024,11.2,85,0,2.5,156.6
9,14,5,2024,12.8,74,12,1.1,366.9
10,14,5,2024,14.1,64,26,4.0,515.8
11,14,5,2024,15.1,55,41,7.0,566.8
12,14,5,2024,15.7,54,63,6.5,601.5
13,14,5,2024,15.8,64,44,7.6,538.9
14,14,5,2024,16.4,65,57,6.0,620.1
15,14,5,2024,16.5,61,33,5.2,395.4
16,14,5,2024,17.2,49,1,3.1,481.9
17,14,5,2024,17.7,29,0,13.0,430.5
18,14,5,2024,16.4,39,0,19.2,268.2
19,14,5,2024,14.7,51,0,15.9,110.2
20,14,5,2024,13.2,58,0,13.5,7.8
21,14,5,2024,12.1,61,1,14.3,0.0
22,14,5,2024,11.5,68,4,13.6,0.0
23,14,5,2024,10.9,68,16,11.0,0.0
0,15,5,2024,10.4,66,19,9.1,0.0
1,15,5,2024,9.9,64,16,8.2,0.0
2,15,5,2024,9.3,62,18,7.2,0.0
3,15,5,2024,9.1,60,29,7.3,0.0
4,15,5,2024,8.4,67,9,8.3,0.0
5,15,5,2024,8.4,66,17,10.6,0.0
6,15,5,2024,8.4,70,25,11.2,0.0
7,15,5,2024,9.9,74,28,13.5,48.3
8,15,5,2024,12.1,74,32,10.8,152.4
9,15,5,2024,14.2,67,40,9.0,236.2
10,15,5,2024,15.9,54,42,9.9,216.7
11,15,5,2024,17.0,45,45,11.2,212.8
12,15,5,2024,18.0,42,21,12.4,413.8
13,15,5,2024,18.7,40,17,14.8,688.3
14,15,5,2024,18.8,40,13,20.4,713.5
15,15,5,2024,18.3,40,34,21.2,659.1
16,15,5,2024,17.6,41,17,19.3,582.7
17,15,5,2024,16.7,47,55,21.3,413.1
18,15,5,2024,15.5,53,8,22.2,197.9
19,15,5,2024,14.4,63,5,22.1,100.2
20,15,5,2024,13.3,72,3,18.1,7.6
21,15,5,2024,12.5,78,6,15.4,0.0
22,15,5,2024,11.9,82,14,13.6,0.0
23,15,5,2024,11.4,85,19,11.8,0.0
0,16,5,2024,11.0,87,42,11.5,0.0
1,16,5,2024,10.9,87,40,12.2,0.0
2,16,5,2024,10.8,88,43,11.6,0.0
3,16,5,2024,10.9,87,48,11.2,0.0
4,16,5,2024,12.2,88,34,8.7,0.0
5,16,5,2024,11.6,91,7,7.4,0.0
6,16,5,2024,11.1,91,5,8.1,0.0
7,16,5,2024,12.1,89,4,10.0,46.0
8,16,5,2024,13.6,80,11,11.0,176.8
9,16,5,2024,15.0,69,93,14.8,347.5
10,16,5,2024,15.7,62,68,14.5,186.6
11,16,5,2024,16.9,56,80,13.4,378.4
12,16,5,2024,17.8,52,100,13.3,445.9
13,16,5,2024,18.4,50,81,14.5,440.0
14,16,5,2024,18.7,52,37,17.4,651.6
15,16,5,2024,18.2,55,47,20.9,635.3
16,16,5,2024,17.7,54,31,17.3,336.3
17,16,5,2024,17.1,53,30,18.0,229.6
18,16,5,2024,16.0,54,30,18.9,108.5
19,16,5,2024,14.9,58,30,19.1,32.4
20,16,5,2024,13.9,65,30,19.1,3.3
21,16,5,2024,13.4,68,39,19.5,0.0
22,16,5,2024,13.0,72,43,15.7,0.0
23,16,5,2024,12.7,74,24,16.8,0.0
0,17,5,2024,12.1,77,34,14.5,0.0
1,17,5,2024,11.9,80,39,11.2,0.0
2,17,5,2024,11.9,81,41,11.2,0.0
3,17,5,2024,11.9,84,71,13.7,0.0
4,17,5,2024,12.8,86,40,12.3,0.0
5,17,5,2024,12.8,88,58,11.1,0.0
6,17,5,2024,12.8,89,71,12.1,0.0
7,17,5,2024,13.3,88,31,18.1,0.0
8,17,5,2024,14.4,85,32,17.9,114.2
9,17,5,2024,15.9,74,33,19.0,288.6
10,17,5,2024,17.0,67,54,18.9,427.4
11,17,5,2024,16.4,75,69,17.4,67.3
12,17,5,2024,17.2,73,40,15.5,114.0
13,17,5,2024,19.0,70,68,13.0,460.2
14,17,5,2024,20.1,65,0,13.0,416.7
15,17,5,2024,20.3,62,0,19.2,668.9
16,17,5,2024,19.7,57,9,26.5,561.9
17,17,5,2024,18.6,60,13,23.7,384.4
18,17,5,2024,17.6,61,8,23.2,204.2
19,17,5,2024,16.5,64,1,21.7,98.1
20,17,5,2024,15.3,72,1,20.5,9.1
21,17,5,2024,14.4,78,5,19.5,0.0
22,17,5,2024,14.0,79,2,18.2,0.0
23,17,5,2024,13.6,84,0,16.6,0.0
0,18,5,2024,13.3,88,2,14.7,0.0
1,18,5,2024,13.1,89,2,16.3,0.0
2,18,5,2024,13.0,90,1,15.3,0.0
3,18,5,2024,12.8,91,0,12.7,0.0
4,18,5,2024,12.8,94,9,13.6,0.0
5,18,5,2024,12.8,93,4,13.2,0.0
6,18,5,2024,12.7,94,4,12.3,0.0
7,18,5,2024,13.5,91,1,12.0,46.9
8,18,5,2024,14.9,86,17,8.4,172.2
9,18,5,2024,16.4,79,14,5.6,330.6
10,18,5,2024,18.1,70,1,5.4,500.5
11,18,5,2024,19.8,63,0,8.5,649.7
12,18,5,2024,20.9,57,0,8.6,732.9
13,18,5,2024,21.3,57,0,7.9,769.0
14,18,5,2024,21.4,57,0,11.4,750.0
15,18,5,2024,21.4,55,0,14.2,681.4
16,18,5,2024,21.6,59,0,16.9,569.4
17,18,5,2024,20.4,62,4,15.5,423.6
18,18,5,2024,19.6,64,7,15.4,258.0
19,18,5,2024,18.1,67,4,15.5,110.5
20,18,5,2024,16.3,77,25,14.5,10.5
21,18,5,2024,15.0,84,27,16.1,0.0
22,18,5,2024,14.4,87,27,15.6,0.0
23,18,5,2024,14.0,87,28,14.3,0.0
0,19,5,2024,13.8,88,20,13.6,0.0
1,19,5,2024,13.5,88,26,12.3,0.0
2,19,5,2024,13.3,87,29,11.4,0.0
3,19,5,2024,13.1,85,29,12.4,0.0
4,19,5,2024,13.3,92,32,13.4,0.0
5,19,5,2024,13.4,95,38,16.7,0.0
6,19,5,2024,13.5,97,87,18.7,0.0
7,19,5,2024,14.2,94,100,19.2,1.7
8,19,5,2024,15.0,84,47,19.6,0.0
9,19,5,2024,16.9,80,54,19.2,222.6
10,19,5,2024,18.7,72,70,16.3,321.7
11,19,5,2024,20.3,65,100,16.8,332.3
12,19,5,2024,20.4,64,89,20.9,128.5
13,19,5,2024,19.7,67,94,25.5,110.0
14,19,5,2024,18.3,71,90,24.5,26.5
15,19,5,2024,17.6,73,90,28.2,30.6
16,19,5,2024,17.2,76,88,25.6,18.5
17,19,5,2024,16.0,81,78,27.1,9.7
18,19,5,2024,16.3,81,89,26.0,49.5
19,19,5,2024,15.6,85,42,24.1,2.8
20,19,5,2024,15.0,88,43,21.7,4.5
21,19,5,2024,14.6,88,5,15.5,0.0
22,19,5,2024,14.1,91,11,17.1,0.0
23,19,5,2024,13.9,93,38,16.8,0.0
0,20,5,2024,13.8,94,39,17.1,0.0
1,20,5,2024,13.8,95,12,18.2,0.0
2,20,5,2024,13.7,95,7,19.3,0.0
3,20,5,2024,13.7,95,4,19.1,0.0
4,20,5,2024,14.3,91,100,20.1,0.0
5,20,5,2024,14.3,90,94,20.1,0.0
6,20,5,2024,14.2,90,62,17.6,0.0
7,20,5,2024,14.8,86,56,15.5,34.2
8,20,5,2024,15.8,81,53,14.1,120.0
9,20,5,2024,17.0,77,37,13.5,286.8
10,20,5,2024,18.3,71,33,15.1,452.5
11,20,5,2024,19.3,67,31,16.5,517.0
12,20,5,2024,20.0,65,30,18.7,550.4
13,20,5,2024,19.8,64,30,20.5,389.5
14,20,5,2024,19.9,64,29,19.8,444.4
15,20,5,2024,20.0,64,76,20.2,568.8
16,20,5,2024,19.1,64,36,22.0,289.5
17,20,5,2024,18.7,67,6,22.8,384.2
18,20,5,2024,18.0,70,2,21.3,261.1
19,20,5,2024,16.9,77,19,21.3,112.7
20,20,5,2024,15.8,83,4,20.8,11.1
21,20,5,2024,15.0,87,1,20.5,0.0
22,20,5,2024,14.8,88,2,19.3,0.0
23,20,5,2024,14.4,88,6,17.1,0.0
0,21,5,2024,14.2,88,16,15.9,0.0
1,21,5,2024,14.0,89,8,16.4,0.0
2,21,5,2024,13.8,91,4,15.3,0.0
3,21,5,2024,13.7,92,3,14.3,0.0
4,21,5,2024,13.4,94,40,9.4,0.0
5,21,5,2024,13.4,94,60,9.1,0.0
6,21,5,2024,13.4,94,40,8.5,0.0
7,21,5,2024,14.6,89,10,13.0,47.5
8,21,5,2024,16.4,78,42,17.1,180.4
9,21,5,2024,17.7,73,18,14.8,307.7
10,21,5,2024,18.8,68,30,11.0,488.9
11,21,5,2024,19.5,67,33,7.8,631.2
12,21,5,2024,20.3,64,0,8.7,682.0
13,21,5,2024,20.8,63,0,10.7,779.1
14,21,5,2024,21.3,63,2,14.4,759.0
15,21,5,2024,21.4,63,1,17.5,690.3
16,21,5,2024,20.1,67,35,19.1,506.1
17,21,5,2024,19.3,69,57,19.1,318.0
18,21,5,2024,18.4,72,38,18.5,219.2
19,21,5,2024,17.2,76,8,19.8,95.2
20,21,5,2024,16.1,81,10,17.1,12.2
21,21,5,2024,15.1,87,9,13.6,0.0
22,21,5,2024,14.6,91,6,14.1,0.0
23,21,5,2024,14.4,93,2,13.3,0.0
0,22,5,2024,14.2,93,0,13.7,0.0
1,22,5,2024,14.1,92,6,13.3,0.0
2,22,5,2024,13.9,89,0,12.5,0.0
3,22,5,2024,13.7,87,0,12.2,0.0
4,22,5,2024,13.8,94,1,10.1,0.0
5,22,5,2024,13.7,95,1,13.3,0.0
6,22,5,2024,13.8,95,1,14.3,0.0
7,22,5,2024,15.1,88,1,13.5,55.7
8,22,5,2024,17.2,81,0,9.9,199.4
9,22,5,2024,19.3,74,0,7.4,373.0
10,22,5,2024,21.2,69,0,6.4,534.2
11,22,5,2024,22.7,66,0,7.3,663.1
12,22,5,2024,23.5,66,0,8.2,743.1
13,22,5,2024,24.2,62,0,12.3,773.0
14,22,5,2024,24.4,58,0,17.8,754.2
15,22,5,2024,23.7,58,0,19.4,686.6
16,22,5,2024,21.9,66,0,18.7,572.9
17,22,5,2024,21.5,66,0,17.5,424.5
18,22,5,2024,20.5,68,10,19.3,265.8
19,22,5,2024,18.7,74,10,19.8,96.3
20,22,5,2024,17.2,81,0,19.1,11.9
21,22,5,2024,16.1,87,1,19.4,0.0
22,22,5,2024,15.7,88,5,17.1,0.0
23,22,5,2024,15.4,90,5,16.5,0.0
0,23,5,2024,15.3,90,2,17.4,0.0
1,23,5,2024,15.2,90,1,17.6,0.0
2,23,5,2024,15.1,89,1,15.7,0.0
3,23,5,2024,14.9,89,0,16.0,0.0
4,23,5,2024,15.0,89,14,11.2,0.0
5,23,5,2024,15.0,93,4,11.7,0.0
6,23,5,2024,14.7,94,0,11.2,0.0
7,23,5,2024,15.7,92,0,11.5,57.0
8,23,5,2024,16.9,89,0,14.0,200.4
9,23,5,2024,18.2,82,3,14.7,373.9
10,23,5,2024,19.4,75,0,16.2,514.1
