hour,day,month,year,Consumption_kWh,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
20,19,12,2023,6.303528980560802,7.0,94,31,5.5,0.0
21,19,12,2023,6.271864652285157,6.0,92,77,5.2,0.0
22,19,12,2023,6.096674487361079,5.6,92,86,5.3,0.0
23,19,12,2023,6.17873099006315,4.9,93,81,5.5,0.0
0,20,12,2023,6.927733214698351,4.4,94,77,5.6,0.0
1,20,12,2023,6.282162640151898,3.9,98,89,5.6,0.0
2,20,12,2023,6.527997157717572,3.6,98,90,4.2,0.0
3,20,12,2023,6.42221480233275,3.3,97,90,3.3,0.0
4,20,12,2023,6.710145269203341,2.8,94,82,2.9,0.0
5,20,12,2023,6.922912533434507,2.5,94,84,2.5,0.0
6,20,12,2023,6.466113417841542,2.8,91,87,4.2,0.0
7,20,12,2023,6.017780897654451,4.1,86,74,4.2,0.0
8,20,12,2023,6.512301803265693,4.9,85,68,3.9,0.0
9,20,12,2023,6.843725422526163,4.2,93,79,6.3,4.8
10,20,12,2023,6.749764465259281,7.7,89,67,7.4,46.4
11,20,12,2023,6.722403551474455,9.2,87,32,8.2,106.7
12,20,12,2023,6.5453586640531904,10.1,85,14,8.4,249.4
13,20,12,2023,6.295599305466864,10.7,83,6,9.2,311.2
14,20,12,2023,6.744180569927927,11.1,79,1,11.2,313.5
15,20,12,2023,6.406786537013154,11.2,74,1,11.3,253.2
16,20,12,2023,7.161381172866925,11.7,79,1,11.5,149.9
17,20,12,2023,6.75798379161044,10.8,83,0,8.9,41.9
18,20,12,2023,5.970194913883323,8.2,89,1,10.0,0.0
19,20,12,2023,5.962510677674653,8.1,88,0,11.2,0.0
20,20,12,2023,6.092120937868414,9.8,84,0,9.0,0.0
21,20,12,2023,6.055481509016373,11.1,78,0,13.4,0.0
22,20,12,2023,6.394565433404299,11.1,78,2,12.2,0.0
23,20,12,2023,6.161961031957822,11.0,79,14,11.3,0.0
0,21,12,2023,6.466266877664311,10.9,80,63,10.1,0.0
1,21,12,2023,7.121784983680389,10.8,82,79,11.5,0.0
2,21,12,2023,6.661501895271499,11.7,81,61,14.8,0.0
3,21,12,2023,6.841384731383668,11.3,83,50,11.9,0.0
4,21,12,2023,6.497118185530254,11.0,85,97,13.9,0.0
5,21,12,2023,6.739953719327574,10.7,88,67,9.3,0.0
6,21,12,2023,6.726952310177242,9.6,88,65,7.2,0.0
7,21,12,2023,6.176762489367405,9.5,85,50,9.2,0.0
8,21,12,2023,7.152993590006603,9.7,84,91,10.1,0.0
9,21,12,2023,6.97183592762208,10.5,87,91,13.7,0.0
10,21,12,2023,6.549875983354946,11.1,85,100,10.0,4.4
11,21,12,2023,6.373607377277479,11.3,84,100,8.8,2.4
12,21,12,2023,6.736065215842332,11.6,82,89,5.4,3.3
13,21,12,2023,6.670849237245043,11.8,78,100,5.4,9.2
14,21,12,2023,6.73809204953225,11.4,81,100,5.1,1.9
15,21,12,2023,6.697069161439965,11.3,84,100,5.2,2.7
16,21,12,2023,6.775735059717925,13.1,83,99,9.1,49.8
17,21,12,2023,7.011001237239395,11.9,90,100,11.9,0.0
18,21,12,2023,6.291200613673605,9.9,87,79,17.4,0.0
19,21,12,2023,5.886760937663958,9.1,85,100,16.3,0.0
20,21,12,2023,6.489815525569556,9.1,86,100,16.9,0.0
21,21,12,2023,6.559328453263515,8.8,88,100,15.3,0.0
22,21,12,2023,6.937188996019465,8.6,89,100,15.0,0.0
23,21,12,2023,5.868301304081544,8.5,91,100,14.2,0.0
0,22,12,2023,6.743816953365896,8.4,91,100,12.4,0.0
1,22,12,2023,6.162571774281081,8.4,91,100,11.3,0.0
2,22,12,2023,6.82138373917313,8.3,92,100,11.4,0.0
3,22,12,2023,6.546046375536634,8.3,92,100,7.6,0.0
4,22,12,2023,7.163957898784566,8.3,86,16,2.6,0.0
5,22,12,2023,6.489442707573682,7.6,88,83,5.5,0.0
6,22,12,2023,6.260800690586512,8.0,90,86,6.3,0.0
7,22,12,2023,6.565280514902698,9.7,91,32,12.2,0.0
8,22,12,2023,6.189224507274043,10.1,90,57,15.8,0.0
9,22,12,2023,6.870871313705155,10.4,89,33,16.9,4.8
10,22,12,2023,6.166825688514248,11.1,88,36,18.1,74.4
11,22,12,2023,6.690210845374117,11.9,81,47,24.9,135.4
12,22,12,2023,6.163643495114278,12.2,81,100,27.9,148.7
13,22,12,2023,6.603021998944167,12.4,81,100,26.0,140.9
14,22,12,2023,7.093940989029461,12.5,80,97,26.3,21.2
15,22,12,2023,6.7732584229372765,12.7,78,100,21.2,9.9
16,22,12,2023,6.467223048837094,10.9,92,100,21.3,0.0
17,22,12,2023,6.675295577843556,10.8,90,100,21.6,0.0
18,22,12,2023,6.187600668089439,10.4,90,100,16.7,0.0
19,22,12,2023,6.301254036539179,10.2,88,90,13.4,0.0
20,22,12,2023,5.841381859258121,9.9,82,46,13.8,0.0
21,22,12,2023,6.33123826854016,9.4,85,100,12.7,0.0
22,22,12,2023,5.506998542177634,9.8,84,80,15.1,0.0
23,22,12,2023,6.025625311987374,10.0,84,83,15.3,0.0
0,23,12,2023,6.59504340401123,9.8,86,89,16.3,0.0
1,23,12,2023,6.875443571141926,10.2,79,60,21.9,0.0
2,23,12,2023,6.722769577793334,8.7,79,75,17.2,0.0
3,23,12,2023,6.3657211011600445,7.4,72,0,15.5,0.0
4,23,12,2023,6.470863583169862,7.1,75,1,9.4,0.0
5,23,12,2023,6.766781867010968,6.8,72,0,8.4,0.0
6,23,12,2023,6.697345029157978,7.0,72,0,8.6,0.0
7,23,12,2023,6.57233083721518,6.0,80,0,10.1,0.0
8,23,12,2023,6.596903417246121,9.6,79,39,18.4,0.0
9,23,12,2023,6.891153863913939,10.2,81,35,26.1,4.9
10,23,12,2023,6.5876887214068125,10.9,75,46,30.9,65.9
11,23,12,2023,6.695089053616848,11.4,75,39,32.9,156.9
12,23,12,2023,7.259596011644252,11.9,70,67,33.1,237.9
13,23,12,2023,6.361191205403135,11.8,69,81,35.9,8.2
14,23,12,2023,6.254151181730451,12.4,73,81,34.8,45.4
15,23,12,2023,6.913009280823768,13.7,66,90,37.0,82.2
16,23,12,2023,6.547451099300591,13.8,70,52,40.2,26.6
17,23,12,2023,6.637552482688461,13.2,75,49,28.8,19.7
18,23,12,2023,6.021822770091338,12.1,65,32,22.8,0.0
19,23,12,2023,6.152161829432238,11.2,62,31,21.3,0.0
20,23,12,2023,6.616746392648202,10.8,60,32,18.2,0.0
21,23,12,2023,6.417643979278647,9.7,62,28,15.1,0.0
22,23,12,2023,6.432667742595861,7.9,70,30,7.8,0.0
23,23,12,2023,5.863055100675955,6.8,80,59,9.6,0.0
0,24,12,2023,6.463422556182183,9.0,76,76,9.4,0.0
1,24,12,2023,6.041441325449044,10.5,72,90,16.3,0.0
2,24,12,2023,6.548865785049712,10.4,86,91,11.2,0.0
3,24,12,2023,6.990386786916815,10.8,87,90,16.4,0.0
4,24,12,2023,6.880447619257493,11.1,76,88,22.0,0.0
5,24,12,2023,6.69583267458237,11.1,66,71,20.3,0.0
6,24,12,2023,6.745635919390887,11.0,61,52,20.5,0.0
7,24,12,2023,6.578989604676549,12.1,52,57,25.6,0.0
8,24,12,2023,6.802400710920846,12.9,45,65,29.1,0.0
9,24,12,2023,6.942680560190554,13.3,43,66,26.9,2.4
10,24,12,2023,6.347239293467782,13.0,49,39,20.6,22.0
11,24,12,2023,6.826122912279737,13.3,53,14,21.0,73.8
12,24,12,2023,6.984319708059067,14.0,54,8,19.7,227.1
13,24,12,2023,6.647435918079558,14.4,54,70,18.6,289.3
14,24,12,2023,6.9263861433505465,14.2,56,30,17.9,101.5
15,24,12,2023,7.454874601438538,14.4,55,36,20.6,242.1
16,24,12,2023,6.7251252920736775,14.4,62,36,18.5,142.7
17,24,12,2023,6.849537752821731,13.7,56,6,17.3,35.7
18,24,12,2023,6.066696719405052,10.9,64,17,9.2,0.0
19,24,12,2023,6.2965237809709125,10.6,63,8,8.7,0.0
20,24,12,2023,6.3662788965659765,10.7,80,9,8.4,0.0
21,24,12,2023,6.299921575387935,10.2,85,19,8.7,0.0
22,24,12,2023,5.996287160393186,11.1,81,14,9.5,0.0
23,24,12,2023,6.302801433151763,10.6,84,22,7.6,0.0
0,25,12,2023,7.150932721366685,10.4,86,21,7.9,0.0
1,25,12,2023,6.897542677815907,11.0,86,22,9.3,0.0
2,25,12,2023,7.025880533955236,11.8,87,40,18.0,0.0
3,25,12,2023,6.726130744184118,12.0,86,49,18.6,0.0
4,25,12,2023,6.9728587965432025,12.8,81,32,18.7,0.0
5,25,12,2023,6.855200696241407,12.3,86,13,18.8,0.0
6,25,12,2023,6.547656054265467,12.0,87,2,19.1,0.0
7,25,12,2023,6.865013987886994,11.9,86,1,19.1,0.0
8,25,12,2023,6.537459570827197,11.9,86,28,18.6,0.0
9,25,12,2023,6.6271636679660775,12.0,84,14,20.7,4.9
10,25,12,2023,6.832715813510369,12.7,81,31,22.4,86.8
11,25,12,2023,6.859694805032306,13.5,78,60,20.5,157.2
12,25,12,2023,6.488075620417993,13.6,76,14,23.3,34.8
13,25,12,2023,7.048880179482994,14.7,70,52,25.1,269.0
14,25,12,2023,6.928385306262394,15.1,69,4,25.5,153.8
15,25,12,2023,6.609201627784554,15.4,70,0,24.2,233.2
16,25,12,2023,6.400987537574982,15.9,74,0,25.0,151.8
17,25,12,2023,6.7491575919169176,15.5,71,0,22.7,43.3
18,25,12,2023,6.173897808221985,14.9,75,0,22.8,0.0
19,25,12,2023,6.313668850950531,14.7,77,0,23.0,0.0
20,25,12,2023,6.194604571398384,14.5,80,0,23.5,0.0
21,25,12,2023,5.783519521501023,14.3,78,0,23.8,0.0
22,25,12,2023,6.188297002111986,14.0,78,0,23.1,0.0
23,25,12,2023,6.208978958920197,13.6,80,0,20.5,0.0
0,26,12,2023,6.978035247652825,13.3,83,0,19.3,0.0
1,26,12,2023,6.645070072806547,13.1,85,0,18.4,0.0
2,26,12,2023,7.239288659802451,13.0,87,0,19.3,0.0
3,26,12,2023,6.34170985379637,12.9,87,0,18.6,0.0
4,26,12,2023,7.147411865909966,13.2,85,0,21.3,0.0
5,26,12,2023,6.763540248739783,12.8,86,0,19.6,0.0
6,26,12,2023,7.034516209545199,12.4,88,0,18.5,0.0
7,26,12,2023,6.839570362473993,12.2,90,0,17.5,0.0
8,26,12,2023,7.104508875465677,12.0,90,0,16.9,0.0
9,26,12,2023,6.722779500321107,12.1,90,0,17.6,7.4
10,26,12,2023,6.544964885164856,13.1,87,0,18.3,91.4
11,26,12,2023,7.174746063277076,13.7,85,0,17.6,201.4
12,26,12,2023,6.791249829988774,14.1,82,0,17.3,283.9
13,26,12,2023,6.875009609865362,14.4,81,0,16.8,320.2
14,26,12,2023,7.128307969970509,14.7,80,0,16.8,307.7
15,26,12,2023,6.561631180935701,14.7,81,0,16.6,247.0
16,26,12,2023,6.968492715869124,15.4,82,0,18.1,151.2
17,26,12,2023,6.672146302343587,15.0,81,0,18.8,44.8
18,26,12,2023,6.286577652548217,14.4,82,0,16.9,0.0
19,26,12,2023,6.337689732805382,14.0,83,0,13.8,0.0
20,26,12,2023,5.944564526097576,13.4,87,2,13.0,0.0
21,26,12,2023,6.124910730754201,13.6,86,1,18.2,0.0
22,26,12,2023,6.657388214562594,14.2,79,0,22.5,0.0
23,26,12,2023,6.541167788605509,13.8,79,0,21.0,0.0
0,27,12,2023,6.838249729246097,13.4,80,0,20.7,0.0
1,27,12,2023,6.914690488206129,13.1,81,0,21.1,0.0
2,27,12,2023,6.780348997168791,12.8,82,0,20.5,0.0
3,27,12,2023,7.193055470034901,12.6,83,0,19.2,0.0
4,27,12,2023,6.803821479129365,13.3,79,10,21.7,0.0
5,27,12,2023,6.9118701466116175,13.1,81,17,19.6,0.0
6,27,12,2023,7.140417159613422,12.9,83,14,19.6,0.0
7,27,12,2023,6.659566752366429,12.8,85,1,20.5,0.0
8,27,12,2023,7.243606919702129,12.6,86,1,20.2,0.0
9,27,12,2023,6.471294271142061,12.7,85,3,18.6,4.9
10,27,12,2023,7.261320156356105,13.6,83,12,17.1,85.7
11,27,12,2023,6.760740727589912,14.3,82,27,16.8,186.0
12,27,12,2023,6.793234936621585,14.7,80,41,17.1,232.9
13,27,12,2023,6.38140708078217,14.7,81,37,16.5,230.3
14,27,12,2023,6.740210944233483,15.1,83,16,17.1,193.6
15,27,12,2023,6.593957990821185,15.0,84,22,14.3,192.9
16,27,12,2023,6.701998037234538,15.2,83,5,12.9,147.4
17,27,12,2023,6.819581882130685,14.3,84,19,10.3,43.5
18,27,12,2023,6.593357527196132,12.4,89,11,6.9,0.0
19,27,12,2023,6.405810461428062,11.4,90,1,8.5,0.0
20,27,12,2023,6.430828786928184,12.2,90,0,4.7,0.0
21,27,12,2023,6.080029776366515,9.3,96,0,7.1,0.0
22,27,12,2023,6.133721101177223,8.7,96,0,8.9,0.0
23,27,12,2023,6.803590878165734,8.1,96,0,7.9,0.0
0,28,12,2023,6.7044422274984425,7.8,94,1,6.4,0.0
1,28,12,2023,7.302294549203578,7.8,91,3,5.9,0.0
2,28,12,2023,6.827477186469038,8.1,86,0,8.6,0.0
3,28,12,2023,6.88881447022513,8.6,88,0,11.9,0.0
4,28,12,2023,7.1558337762467366,7.4,92,0,9.0,0.0
5,28,12,2023,7.206215591673918,7.6,91,0,9.7,0.0
6,28,12,2023,6.860539346119483,7.5,90,0,9.4,0.0
7,28,12,2023,6.79118172280887,7.0,91,0,8.0,0.0
8,28,12,2023,6.874262374058701,6.7,92,0,8.4,0.0
9,28,12,2023,6.972731868247283,6.9,92,0,8.5,7.4
10,28,12,2023,7.111068407906693,8.7,92,0,8.6,97.7
11,28,12,2023,6.889299950937792,10.4,92,0,4.7,212.4
12,28,12,2023,7.042964060695042,12.1,86,0,3.1,299.4
13,28,12,2023,7.29783241925699,13.1,78,0,1.1,340.0
14,28,12,2023,6.983569889255451,13.7,74,0,1.9,327.3
15,28,12,2023,6.966155700190448,14.0,73,0,1.5,264.6
16,28,12,2023,6.508514779916737,14.3,73,0,1.5,163.1
17,28,12,2023,6.230559951981988,12.5,90,0,3.1,50.8
18,28,12,2023,6.4853364184967965,12.1,86,0,3.4,0.0
19,28,12,2023,6.364536428369036,11.3,89,0,1.6,0.0
20,28,12,2023,6.259546817460569,8.1,92,0,5.6,0.0
21,28,12,2023,6.449125037235841,6.6,94,0,7.1,0.0
22,28,12,2023,6.373141553890027,6.0,94,10,6.5,0.0
23,28,12,2023,6.6701875488477285,5.8,94,47,5.1,0.0
0,29,12,2023,6.94413613671169,5.5,95,68,3.1,0.0
1,29,12,2023,6.735877598379404,6.4,95,75,1.6,0.0
2,29,12,2023,7.1701499793867685,6.3,97,71,1.8,0.0
3,29,12,2023,6.868325650910395,6.3,97,73,2.9,0.0
4,29,12,2023,7.054242590565023,5.5,95,1,8.7,0.0
5,29,12,2023,6.803255743098746,6.4,93,0,7.4,0.0
6,29,12,2023,6.760151698272587,8.3,91,0,12.3,0.0
7,29,12,2023,6.94365047719337,8.4,92,11,13.4,0.0
8,29,12,2023,6.925815580532867,8.2,93,16,12.0,0.0
9,29,12,2023,7.042565178488654,8.2,93,22,10.0,7.4
10,29,12,2023,6.855446981319511,9.1,94,52,11.0,88.9
11,29,12,2023,6.4635184737043465,9.5,93,43,13.6,174.3
12,29,12,2023,6.814414948749849,10.3,88,41,12.7,252.7
13,29,12,2023,7.1210630364329,11.0,87,27,12.8,274.5
14,29,12,2023,6.848264399836169,11.0,85,10,14.5,305.2
15,29,12,2023,6.861012569018309,10.8,85,2,14.5,249.4
16,29,12,2023,7.16920254612343,11.2,81,10,15.0,148.8
17,29,12,2023,6.744615112832215,10.7,85,7,11.1,47.1
18,29,12,2023,6.036907615086221,9.1,90,5,7.5,0.0
19,29,12,2023,6.3824506397655725,8.1,90,6,9.4,0.0
20,29,12,2023,6.301564931834761,7.5,91,0,11.2,0.0
21,29,12,2023,6.181046839708633,7.2,92,0,11.6,0.0
22,29,12,2023,6.378763805672273,7.1,92,0,11.7,0.0
23,29,12,2023,6.545484831458642,7.7,91,0,10.0,0.0
0,30,12,2023,6.9546751141264185,8.6,89,0,8.7,0.0
1,30,12,2023,7.033742522689932,8.8,88,0,8.4,0.0
2,30,12,2023,7.410349179147228,7.2,93,2,9.7,0.0
3,30,12,2023,6.871277539128981,6.6,95,27,10.9,0.0
4,30,12,2023,7.026584413179539,8.1,90,19,7.8,0.0
5,30,12,2023,6.829693913868589,7.6,90,2,8.6,0.0
6,30,12,2023,6.745407324546629,6.9,93,2,10.1,0.0
7,30,12,2023,6.81077034116393,6.8,94,1,10.4,0.0
8,30,12,2023,6.83730761163795,6.6,94,2,10.5,0.0
9,30,12,2023,7.046866203905154,6.9,91,8,9.3,5.0
10,30,12,2023,7.544266201193562,9.7,83,8,8.2,81.6
11,30,12,2023,6.777986395449412,11.2,81,4,7.7,184.0
12,30,12,2023,6.852840928114507,12.6,71,7,8.9,280.1
13,30,12,2023,6.94121650124056,13.0,67,6,9.5,315.6
14,30,12,2023,7.055946966695809,13.1,66,13,10.0,301.5
15,30,12,2023,7.022884957507069,13.0,70,4,9.7,249.6
16,30,12,2023,7.278021203005402,13.6,78,21,10.2,158.0
17,30,12,2023,6.35039923688457,12.7,83,24,8.5,48.1
18,30,12,2023,5.860264786969454,10.2,90,30,8.7,0.0
19,30,12,2023,6.333027711515835,9.5,91,36,12.1,0.0
20,30,12,2023,6.731322301404299,9.8,91,32,12.1,0.0
21,30,12,2023,6.065585246616973,9.4,91,29,11.6,0.0
22,30,12,2023,5.705089169594933,10.2,89,35,9.0,0.0
23,30,12,2023,6.599792106073174,9.8,90,44,9.4,0.0
0,31,12,2023,7.052313120519715,10.1,89,74,8.8,0.0
1,31,12,2023,6.7188467128941785,10.5,90,100,6.0,0.0
2,31,12,2023,6.745013914413804,9.3,96,100,7.2,0.0
3,31,12,2023,6.748962884685367,10.0,97,100,5.4,0.0
4,31,12,2023,7.019032643962521,9.2,95,48,8.0,0.0
5,31,12,2023,6.834819995548284,9.4,94,31,7.1,0.0
6,31,12,2023,7.114914794337916,8.7,96,63,8.0,0.0
7,31,12,2023,6.277742148867938,10.0,93,82,6.3,0.0
8,31,12,2023,6.777185848312087,9.3,95,100,6.8,0.0
9,31,12,2023,6.709885324366273,10.1,95,100,4.5,0.0
10,31,12,2023,6.927313645000913,10.9,92,100,4.3,3.0
11,31,12,2023,6.856886874971502,11.9,91,100,3.0,15.5
12,31,12,2023,7.190859759567978,12.5,85,90,2.3,40.3
13,31,12,2023,6.526564621679022,13.2,79,98,2.6,102.5
14,31,12,2023,7.002771683676724,13.4,76,100,1.8,57.2
15,31,12,2023,7.130982920396963,13.4,76,67,1.0,48.1
16,31,12,2023,7.455560673734524,14.8,75,27,2.4,147.7
17,31,12,2023,6.870957321820668,13.5,87,25,2.3,43.2
18,31,12,2023,6.5725134656821655,10.2,94,22,8.9,0.0
19,31,12,2023,6.040433116453444,10.4,94,32,9.4,0.0
20,31,12,2023,5.89340976351578,9.8,93,26,10.4,0.0
21,31,12,2023,6.702592408539461,9.4,93,28,7.2,0.0
22,31,12,2023,6.490008741182018,8.5,95,55,6.3,0.0
23,31,12,2023,6.786026987043642,8.2,94,4,7.6,0.0
0,1,1,2024,6.691052428594084,7.8,93,21,8.8,0.0
1,1,1,2024,7.1643786857187095,7.6,91,36,10.9,0.0
2,1,1,2024,7.501607610972485,8.1,89,46,10.0,0.0
3,1,1,2024,7.139329552925838,8.3,88,45,9.4,0.0
4,1,1,2024,7.103548527234284,9.2,89,63,6.5,0.0
5,1,1,2024,7.036542171042608,8.8,91,60,7.4,0.0
6,1,1,2024,6.641682786555043,7.6,93,90,9.6,0.0
7,1,1,2024,7.373296384764108,7.8,92,31,8.6,0.0
8,1,1,2024,6.881688740885255,7.5,92,55,8.6,0.0
9,1,1,2024,7.160523964932276,8.3,90,72,6.8,2.5
10,1,1,2024,6.643644574193708,10.9,84,96,9.7,25.3
11,1,1,2024,6.739538234709576,11.8,83,78,9.8,22.7
12,1,1,2024,7.39317500064208,12.9,79,80,8.4,152.7
13,1,1,2024,6.947577578597061,13.4,74,100,8.0,162.0
14,1,1,2024,7.397722019847158,13.4,74,67,8.6,113.6
15,1,1,2024,7.014845486071891,13.6,73,46,10.4,219.1
16,1,1,2024,6.573928707597057,14.2,79,38,15.7,133.3
17,1,1,2024,7.2574200507694515,13.6,80,100,15.1,36.3
18,1,1,2024,6.386930071397619,13.3,80,100,15.6,0.0
19,1,1,2024,6.709075354215782,13.5,79,45,17.7,0.0
20,1,1,2024,6.540705867721542,13.2,78,72,19.2,0.0
21,1,1,2024,6.148623593850804,12.8,80,45,19.6,0.0
22,1,1,2024,6.575476842179164,12.6,81,28,18.1,0.0
23,1,1,2024,7.083458936374721,12.5,82,20,18.8,0.0
0,2,1,2024,7.19204273585583,12.2,84,1,19.1,0.0
1,2,1,2024,7.05441668297585,11.7,87,4,16.0,0.0
2,2,1,2024,7.33763197171644,11.3,89,10,14.0,0.0
3,2,1,2024,7.121463237527993,11.3,90,8,14.1,0.0
4,2,1,2024,7.121179678792914,11.6,90,30,17.1,0.0
5,2,1,2024,6.79588982818744,11.4,90,45,16.2,0.0
6,2,1,2024,7.127258127674615,11.3,90,46,16.6,0.0
7,2,1,2024,7.327656975331452,11.3,89,53,17.8,0.0
8,2,1,2024,6.85978058320221,11.2,89,59,18.0,0.0
9,2,1,2024,7.424920076538952,11.6,86,42,18.6,0.0
10,2,1,2024,7.045869615190934,12.2,83,54,20.3,8.9
11,2,1,2024,6.846853743342581,13.4,75,86,24.6,22.7
12,2,1,2024,7.318204140457277,13.3,78,86,22.2,22.9
13,2,1,2024,6.997097562292648,13.2,79,100,20.7,7.2
14,2,1,2024,7.258674843098743,13.4,78,96,19.6,8.7
15,2,1,2024,6.995856463162581,12.4,88,100,17.7,0.0
16,2,1,2024,7.05383958534474,12.5,93,100,22.8,0.0
17,2,1,2024,7.192186172310788,12.1,94,100,16.9,0.0
18,2,1,2024,6.641520385624717,12.0,93,100,14.2,0.0
19,2,1,2024,6.069913176114281,8.9,92,100,18.5,0.0
20,2,1,2024,6.2884851862036175,9.2,86,88,12.8,0.0
21,2,1,2024,6.80114861742492,8.4,91,20,7.7,0.0
22,2,1,2024,6.5357619740018285,7.6,93,74,5.8,0.0
23,2,1,2024,6.437863295534361,7.6,92,91,5.4,0.0
0,3,1,2024,6.763525229924448,8.3,91,90,3.9,0.0
1,3,1,2024,6.833234653419854,8.4,91,100,4.9,0.0
2,3,1,2024,6.59771907374833,8.5,91,100,5.7,0.0
3,3,1,2024,7.077848554063434,7.7,93,31,4.2,0.0
4,3,1,2024,6.953559338593554,6.6,91,18,6.5,0.0
5,3,1,2024,6.861521760992488,8.3,87,37,6.4,0.0
6,3,1,2024,7.086137877446828,7.4,92,53,8.9,0.0
7,3,1,2024,7.194161391452001,9.3,93,46,9.8,0.0
8,3,1,2024,7.626468216791303,10.2,93,52,10.9,0.0
9,3,1,2024,6.725197878848014,10.6,92,51,12.4,2.5
10,3,1,2024,7.393013994563947,11.8,88,40,17.0,43.2
11,3,1,2024,7.346444123992584,12.7,84,41,18.8,129.2
12,3,1,2024,6.908395548894641,13.3,80,67,21.7,134.2
13,3,1,2024,7.153977722385324,13.4,78,97,23.4,109.8
14,3,1,2024,6.988760421404413,13.3,78,82,24.4,22.3
15,3,1,2024,7.149590878843501,14.1,76,84,24.5,49.2
16,3,1,2024,7.480451487089954,14.5,78,91,23.0,14.0
17,3,1,2024,7.254570291896645,13.3,85,100,21.0,0.0
18,3,1,2024,6.730320827047177,12.6,88,100,17.7,0.0
19,3,1,2024,6.495591403750156,12.2,89,100,25.6,0.0
20,3,1,2024,6.232154567507733,12.9,85,97,24.7,0.0
21,3,1,2024,6.551051681103715,12.9,85,82,24.3,0.0
22,3,1,2024,6.904820772454795,12.5,87,60,17.9,0.0
23,3,1,2024,6.221376769591404,12.4,87,1,18.3,0.0
0,4,1,2024,6.873738474918105,11.9,87,0,20.5,0.0
1,4,1,2024,7.169077751020796,11.9,87,0,20.2,0.0
2,4,1,2024,6.891347120750464,11.9,86,26,19.7,0.0
3,4,1,2024,6.939379955183476,11.9,86,16,16.6,0.0
4,4,1,2024,7.031611171530234,11.7,85,0,18.2,0.0
5,4,1,2024,6.796106465914741,11.7,86,3,17.7,0.0
6,4,1,2024,6.893980355408186,11.5,86,1,15.9,0.0
7,4,1,2024,7.313367796159106,11.2,87,1,14.0,0.0
8,4,1,2024,6.810668371404538,11.1,88,2,13.0,0.0
9,4,1,2024,6.738042783338569,11.1,89,2,11.8,5.0
10,4,1,2024,6.980004572078806,12.2,88,7,16.3,86.5
11,4,1,2024,7.32049969258974,13.3,84,12,19.2,191.5
12,4,1,2024,7.088280364963056,14.0,79,18,21.8,256.5
13,4,1,2024,7.021365547433375,14.3,77,24,21.7,267.0
14,4,1,2024,7.1486005163411805,14.8,77,4,21.9,266.4
15,4,1,2024,6.701083958747366,15.0,78,1,21.1,258.0
16,4,1,2024,7.261187230406037,15.0,76,24,22.2,154.6
17,4,1,2024,7.23336957481319,14.4,77,73,18.1,42.2
18,4,1,2024,6.535183698438349,13.8,78,69,15.3,0.0
19,4,1,2024,6.888991944911383,13.6,80,26,15.1,0.0
20,4,1,2024,6.355636792224019,12.7,85,28,13.6,0.0
21,4,1,2024,6.919488065275671,12.7,84,29,17.4,0.0
22,4,1,2024,6.676134233361092,13.5,79,80,24.2,0.0
23,4,1,2024,6.553372669492736,13.4,79,100,25.9,0.0
0,5,1,2024,7.166843799680587,12.1,89,100,28.5,0.0
1,5,1,2024,7.14499601706993,12.2,90,16,29.1,0.0
2,5,1,2024,7.476882932627095,11.8,90,13,26.6,0.0
3,5,1,2024,6.9026424266549125,11.1,84,22,19.5,0.0
4,5,1,2024,6.981182398736015,11.5,74,7,13.9,0.0
5,5,1,2024,7.430887931540786,10.1,78,0,13.8,0.0
6,5,1,2024,7.022928474726701,9.6,80,0,12.3,0.0
7,5,1,2024,7.396945477855564,9.5,83,0,12.9,0.0
8,5,1,2024,7.596671204274843,9.6,83,0,14.8,0.0
9,5,1,2024,7.071363451787256,9.8,81,0,15.0,5.0
10,5,1,2024,7.342152790166491,11.1,77,0,16.2,95.4
11,5,1,2024,6.883389138187701,12.0,72,0,16.1,216.7
12,5,1,2024,7.360495533039618,13.0,65,0,17.6,307.9
13,5,1,2024,7.221668205019357,13.7,63,1,16.9,351.3
14,5,1,2024,7.290071779062719,14.0,65,6,13.8,340.4
15,5,1,2024,7.010419190513817,13.8,71,0,12.0,280.1
16,5,1,2024,6.756541354630873,13.5,81,0,11.4,176.4
17,5,1,2024,7.297625224710041,12.6,89,1,8.3,62.6
18,5,1,2024,6.155961420402802,9.7,93,0,9.2,0.0
19,5,1,2024,6.592474585462032,9.9,88,1,9.3,0.0
20,5,1,2024,6.9071076751276586,9.4,86,3,9.8,0.0
21,5,1,2024,6.719786642490924,8.4,91,1,11.0,0.0
22,5,1,2024,7.15889786972012,8.5,91,2,9.4,0.0
23,5,1,2024,6.928089496668109,9.7,86,13,9.4,0.0
0,6,1,2024,7.042588161004963,9.8,83,25,11.0,0.0
1,6,1,2024,7.212891103049217,9.9,78,18,12.8,0.0
2,6,1,2024,7.194220082450248,10.0,73,12,13.8,0.0
3,6,1,2024,6.810518567249826,9.9,70,7,14.8,0.0
4,6,1,2024,6.9709630289652695,7.2,87,8,10.3,0.0
5,6,1,2024,7.065872531341393,8.1,84,61,7.9,0.0
6,6,1,2024,6.697007632372373,8.7,82,43,8.5,0.0
7,6,1,2024,7.217936125149268,8.2,84,58,8.1,0.0
8,6,1,2024,7.143794796923097,8.6,83,60,7.8,0.0
